user,white_games,black_games,total_games,wins_white,wins_black,wins_total,draw_white,draw_black,draw_total,lose_white,lose_black,lose_total,elo,accuracy,accuracy_opening,accuracy_middlegame,accuracy_endgame,win_rate,OpenAcc-meanAcc,MiddleAcc-meanAcc,EndAcc-meanAcc,OpenAcc-meanOpenAcc,MiddleAcc-meanMiddleAcc,EndAcc-meanEndAcc
jasrom,4,3,7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2206.1428571428573,83.12740633102212,95.76236079870078,92.207899734795,85.32629990939562,0.0,12.634954467678668,9.080493403772891,2.1988935783735,0.849635883440655,1.3930576586960512,-6.110935386191599
MITerryble,3,4,7,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2499.0,89.75490684487768,96.6392124462479,92.03697299145725,91.68681062150904,0.5714285714285714,6.884305601370215,2.2820661465795666,1.9319037766313585,1.726487530987768,1.2221309153582922,0.24957532592182474
Bigc08,4,3,7,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,5.0,1990.857142857143,85.00651337287688,93.63285972233449,90.6010254723714,90.40257405119416,0.2857142857142857,8.626346349457606,5.594512099494523,5.3960606783172835,-1.2798651929256408,-0.21381660372755107,-1.0346612443930496
MisaPap,4,3,7,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2364.1428571428573,84.86944141492879,93.80193635996127,87.62848570799191,92.18570708219325,0.42857142857142855,8.932494945032488,2.759044293063127,7.31626566726446,-1.1107885552988535,-3.1863563681070417,0.7484717866060322
LePlusMortel,4,3,7,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,2377.0,89.85973497193295,94.18380721153245,91.72424053251356,96.80140972663374,0.42857142857142855,4.324072239599502,1.8645055605806107,6.941674754700784,-0.7289177037276744,0.9093984564146069,5.364174431046521
swayamsm,3,4,7,2.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,2318.1428571428573,85.7883575090061,95.48671929005204,89.03458039473173,92.85302163702553,0.42857142857142855,9.698361781045932,3.2462228857256292,7.06466412801943,0.5739943747919085,-1.7802616813672216,1.41578634143832
TomsKantans,4,2,6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2227.6666666666665,85.95723921822353,95.52788122916999,94.81915798133348,88.54573677157695,0.0,9.570642010946457,8.86191876310994,2.5884975533534202,0.6151563139098641,4.00431590523452,-2.8914985240102595
CraiggoryC,3,3,6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,1979.0,82.18851821304948,94.74588759179512,85.2233746286292,89.14339260884056,0.0,12.557369378745648,3.034856415579725,6.95487439579108,-0.16683732346500335,-5.591467447469753,-2.2938426867466575
KyronGriffith,3,3,6,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2161.5,84.27065504848127,96.77063669222596,94.16928297159205,86.77999264474771,0.0,12.49998164374469,9.89862792311078,2.509337596266434,1.8579117769658353,3.3544408954930987,-4.657242650839507
HZMC92,2,4,6,1.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,2151.5,78.37713347763217,94.24324776862413,90.1284097961356,84.91877456133683,0.5,15.866114290991959,11.751276318503429,6.541641083704661,-0.6694771466359981,-0.6864322799633555,-6.518460734250382
josiwales,2,4,6,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,1803.3333333333333,84.59486510131967,92.9273699103196,86.38867964470859,90.94202879848855,0.3333333333333333,8.332504808999929,1.793814543388919,6.347163697168881,-1.98535500494053,-4.426162431390367,-0.49520649709866404
Houdinovic,3,3,6,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2273.6666666666665,86.79448330373953,96.1954338822315,93.17797179779558,91.98391503995913,0.3333333333333333,9.400950578491972,6.383488494056053,5.189431736219603,1.28270896697137,2.363129721696623,0.5466797443719145
Dr-Bassem,3,2,5,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,2359.6,88.87205728848485,96.81099488637604,91.30085054398094,91.60742506599276,0.4,7.938937597891183,2.428793255496089,2.7353677775079035,1.8982699711159086,0.48600846788198737,0.17018977040554262
KingOfConvenience,3,2,5,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2347.0,86.03371723519862,95.53982295082568,91.30467716871676,93.20855530833464,0.6,9.506105715627058,5.270959933518142,7.174838073136016,0.6270980355655524,0.48983509261780966,1.7713200127474238
1random,3,2,5,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.8,87.19567707361088,93.36768784343994,90.69729521683907,94.52273379288006,0.6,6.172010769829058,3.5016181432281854,7.32705671926918,-1.5450370718201896,-0.11754685925988895,3.0854984972928463
Time2Pretend,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2328.0,81.55671437848926,93.99287524012928,85.12514150543048,90.56462315291974,0.0,12.436160861640019,3.5684271269412164,9.007908774430476,-0.9198496751308483,-5.689700570668478,-0.872612142667478
Max_Schachmann,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2400.0,79.63581828412066,92.68765067259505,89.98982523921302,87.69136628531726,0.0,13.051832388474395,10.354006955092359,8.055548001196598,-2.225074242665073,-0.8250168368859363,-3.7458690102699563
LittlePeasant,3,2,5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2394.4,88.77969893564588,97.50905636036084,94.38341119672961,91.65881187790302,0.4,8.729357424714962,5.603712261083729,2.8791129422571373,2.5963314451007165,3.568569120630656,0.22157658231580513
TooOldTooSlow70,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2324.8,91.08301780766928,93.59150579774567,93.26449300125391,98.69259047921385,0.0,2.5084879900763895,2.1814751935846317,7.609572671544569,-1.3212191175144596,2.4496509251549554,7.255355183626634
samhawkins,3,2,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2320.2,85.69814425305727,93.91110554016835,90.48866097841886,92.59305158451949,0.0,8.212961287111085,4.790516725361599,6.894907331462221,-1.001619375091778,-0.3261810976800916,1.1558162889322716
Beca95,2,3,5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2483.0,83.86419277904173,95.0491109703612,88.79461989610591,91.25821984761669,0.4,11.184918191319468,4.930427117064184,7.394027068574957,0.13638605510107027,-2.0202221799930413,-0.17901544797052793
kleber2007,2,3,5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2142.6,85.15646840094097,96.45428860469508,90.57749102441403,91.78744122160852,0.4,11.297820203754114,5.421022623473064,6.630972820667552,1.5415636894349518,-0.2373510516849251,0.35020592602130307
GM_Barcenilla,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.8,88.72716959017185,94.14523725868204,92.7309054867464,96.18267464815139,0.0,5.41806766851019,4.00373589657454,7.455505057979536,-0.7674876565780835,1.916063410647439,4.745439352564176
asms9699,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2211.0,87.42821709178563,95.85789529597723,89.48451040573931,94.05902990231436,0.0,8.429678204191603,2.056293313953688,6.630812810528738,0.9451703807171015,-1.3303316703596408,2.62179460672715
A-Fier,2,3,5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2499.6,86.32896437577345,93.98887658372294,88.56323804202387,94.35034375239022,0.4,7.659912207949489,2.2342736662504166,8.021379376616764,-0.9238483315371866,-2.2516040340750862,2.913108456803002
NMLuo,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2063.8,87.92426709434692,94.24781572129618,88.41751743102199,94.9011420772777,0.0,6.323548626949261,0.4932503366750751,6.976874982930781,-0.6649091939639504,-2.3973246450769636,3.4639067816904827
Byniolus,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2317.8,87.23811050965305,94.43015327320158,87.06645138341243,94.8741773987596,0.0,7.192042763548528,-0.17165912624062685,7.636066889106544,-0.4825716420585451,-3.7483906926865274,3.4369421031723846
lestri,2,3,5,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2242.4,85.6814139790746,96.07458901839478,92.76757456194835,87.58598480302109,0.6,10.39317503932017,7.086160582873745,1.9045708239464858,1.161864103134647,1.9527324858493955,-3.8512504925661233
quitforever,2,3,5,1.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,2221.2,85.39361894216209,96.25334624899375,91.65751604188932,86.2420351775885,0.6,10.859727306831658,6.263897099727231,0.8484162354264129,1.3406213337336226,0.8426739657903681,-5.195200117998709
diokletian,2,3,5,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.2,87.54352365979125,94.20173133030407,93.32644733510938,92.78969811218528,0.4,6.658207670512823,5.782923675318131,5.24617445239403,-0.7109935849560571,2.511605259010423,1.352462816598063
silverback96,2,3,5,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2023.6,90.2602841506516,97.18626518205834,89.91278779982154,96.53292049567433,0.4,6.925981031406735,-0.34749635083005614,6.2726363450227325,2.273540266798207,-0.9020542762774113,5.095685200087118
andryusha,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2036.8,82.69522738246056,96.35118293018127,88.01187940029995,87.76930595080893,0.0,13.655955547720708,5.316652017839388,5.074078568348369,1.4384580149211388,-2.8029626757990087,-3.667929344778287
steinitz_attack,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1764.8,80.86903725251369,94.21575022154431,87.72224379662535,85.19558817656832,0.0,13.34671296903062,6.853206544111657,4.326550924054629,-0.6969746937158163,-3.0925982794736058,-6.241647119018893
matein28,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2302.5,84.46354579645022,93.18731389181852,86.08466870342473,92.2678056447571,0.0,8.7237680953683,1.621122906974506,7.804259848306884,-1.725411023441609,-4.73017337267423,0.8305703491698893
MbMaster,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2103.5,82.8454987347504,95.87006697826368,88.20302015231051,83.36044675897324,0.0,13.024568243513286,5.357521417560122,0.5149480242228464,0.9573420630035514,-2.6118219237884404,-8.076788536613975
kevin9512,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859.0,86.27768432344556,97.21781313668123,92.58017613852974,88.59633004342463,0.0,10.940128813235674,6.302491815084181,2.3186457199790738,2.3050882214211015,1.7653340624307816,-2.8409052521625853
lexiel,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1852.75,85.32977319763798,96.15920399554153,87.03341101551698,90.61472345755942,0.0,10.829430797903555,1.7036378178789988,5.284950259921445,1.2464790802814036,-3.78143106058198,-0.8225118380277934
Palacios-LLera,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2205.25,81.72767067603638,95.02910307023936,89.94497809669411,83.68701348696618,0.0,13.301432394202976,8.217307420657733,1.9593428109297975,0.11637815497923043,-0.8698639794048404,-7.750221808621035
Fischwitsch,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2059.5,76.54305721080976,92.37252402521003,87.04909963453753,90.80123617136856,0.0,15.829466814400263,10.506042423727763,14.258178960558794,-2.5402008900501016,-3.7657424415614287,-0.6359991242186567
KingPetrosian,1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,2080.75,88.153831851265,93.75981926022912,90.1453406413722,94.23188353989929,0.0,5.6059874089641255,1.9915087901072042,6.0780516886342895,-1.152905655031006,-0.6695014347267545,2.7946482443120715
Squirlolz,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,2121.0,85.36829248520333,96.02049636296196,85.32097265736353,93.19494714310626,0.0,10.652203877758637,-0.047319827839800155,7.826654657902935,1.107771447701836,-5.493869418735429,1.7577118475190474
chorejason,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1951.6666666666667,75.40094844824809,94.41380778041486,80.39568488703564,91.85108750440632,0.0,19.01285933216677,4.994736438787555,16.450139056158235,-0.49891713484527145,-10.419157189063313,0.4138522088191081
Enozen,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.3333333333335,84.98876702386666,97.79206099799994,92.62820741098078,88.79296939213145,0.0,12.803293974133283,7.639440387114121,3.8042023682647965,2.879336082739812,1.8133653348818228,-2.6442659034557607
ecwinslow,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1994.3333333333333,81.34711891253845,93.95030267219092,87.30532298795806,85.07514682670156,0.0,12.603183759652467,5.958204075419616,3.728027914163107,-0.9624222430692129,-3.509519088140891,-6.362088468885659
DaPazz,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1862.0,81.37815391104405,93.86409279722524,82.37591682520377,94.90177834272434,0.0,12.485938886181188,0.997762914159722,13.52362443168029,-1.048632118034888,-8.438925250895181,3.464543047137127
DatsFunny,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2093.0,88.57208946964296,94.16040843050604,90.17039445434159,91.44593243371688,0.0,5.588318960863077,1.598304984698629,2.8738429640739156,-0.7523164847540897,-0.6444476217573651,0.008697138129662108
Room_for_Squares64,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950.0,85.8044548903703,96.25677349058448,89.90882841380576,91.90538435046031,0.0,10.452318600214184,4.10437352343547,6.100929460090015,1.3440485753243507,-0.9060136622931907,0.4681490548730949
gmsakk,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2365.5,92.47487210761398,96.82005462017901,93.22402976469604,94.18053865611093,0.0,4.345182512565032,0.7491576570820655,1.70566654849695,1.9073297049188795,2.409187688597086,2.7433033605237114
mortalbovine,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.0,80.75150787451933,92.33525764325844,89.99238417656923,85.54562239662059,0.0,11.58374976873911,9.240876302049898,4.794114522101253,-2.577467272001684,-0.8224578995297236,-5.891612898966628
