Event,Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,TimeControl,EndTime,Termination,Moves
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,gumersindo,exoticprincess,0-1,2135,2460,180+2,12:16:14 PDT,exoticprincess won by resignation,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2,e8g8,a2a3,b4c3,c2c3,d7d6,g1f3,b7b6,c3c2,c8b7,g2g3,b8c6,c1e3,f6g4,f1g2,g4e3,f2e3,h7h6,e1g1,d8e7,b2b4,a7a6,e3e4,e6e5,d4d5,c6b8,f1c1,b8d7,f3e1,e7g5,c2d3,a8e8,e1f3,g5g4,f3h4,b7c8,d3f3,g4g5,f3d3,g7g6,c1f1,g8g7,h2h3,d7f6,g1h2,f6h5,a1c1,f7f5,e4f5,g6f5,c4c5,f5f4,g3g4,h5g3,h4f3,g3f1,c1f1,e5e4,f3g5,e4d3,g5e6,c8e6,d5e6,d3e2,f1e1,f4f3"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,ruzomberok,Carolina-moon,1/2-1/2,2237,2069,180+2,12:16:30 PDT,Game drawn by repetition,"d2d4,f7f5,c1g5,g7g6,c2c4,f8g7,b1c3,d7d6,e2e4,b8c6,g1f3,h7h6,g5e3,e7e5,e4f5,c8f5,f1d3,g8e7,d4d5,c6d4,e3d4,e5d4,c3e2,c7c5,d5c6,b7c6,e2d4,g7d4,f3d4,d8a5,e1f1,e8g8,d4f5,e7f5,f1g1,a8e8,h2h3,f5d4,g2g3,e8e1,d1e1,d4f3,g1g2,f3e1,h1e1,a5d2,d3e2,d2b2,e2f3,b2c3,f3c6,g8g7,c6d5,c3d4,e1f1,f8f2,f1f2,d4a1,f2f7,g7h8,f7f8,h8g7,f8f7,g7h8,f7f8,h8g7,f8f7,g7h8"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,Iran_Chess_Trainer,Trendle,0-1,2377,2200,180+2,12:16:40 PDT,Trendle won by resignation,"b2b3,f7f5,c1b2,g8f6,b2f6,e7f6,e2e3,d7d5,d2d4,c8e6,g2g3,b8c6,f1g2,d8d7,g1e2,c6e7,e2f4,e6f7,b1d2,c7c6,c2c4,e8c8,a1c1,c8b8,d1f3,h7h5,h2h4,g7g5,f4d3,e7g6,c4c5,f7e6,b3b4,f5f4,e3f4,e6g4,f3e3,d8e8,d3e5,f6e5,f4e5,g5h4,f2f4,f8h6,e1g1,h8f8,b4b5,h4g3,b5c6,d7c6,e3b3,g6f4,c1b1,f4g2,g1g2,h6d2"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,THORK,SabinaFoisor,0-1,2149,2388,180+2,12:16:55 PDT,SabinaFoisor won by resignation,"e2e4,e7e6,g1f3,d7d5,b1c3,d5d4,c3e2,c7c5,e2g3,b8c6,f1b5,c8d7,e1g1,f8d6,d2d3,g8e7,f3d2,a7a6,b5c6,d7c6,f2f4,d6c7,a2a4,e8g8,d2f3,f7f6,d1e2,b7b5,a4b5,a6b5,a1a8,d8a8,h2h4,a8b8,e2d2,f8d8,h4h5,b8a7,g3e2,c5c4,g2g4,c7a5,d2d1,b5b4,b2b3,c4c3,e2g3,a5c7,g1g2,a7b8,f3h4,d8f8,d1f3,f6f5,g4f5,e6f5,g2h3,g7g6,h5g6,h7g6,h3g2,g8f7,g2f2,f8h8,h4g2,b8a8,f1e1,h8h2,f2g1,a8h8,f3f2,h8h3,e1e2,e7g8,f2d4,g8e7,d4b4,h3g3,b4c3,c7b6"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,GMHess,Fischwitsch,1-0,2435,2054,180+2,12:17:25 PDT,GMHess won by checkmate,"g1f3,e7e6,g2g3,g7g5,d2d4,g5g4,f3e5,h7h5,f1g2,f8g7,b1c3,c7c5,e5c4,d7d5,c4a3,c5d4,c3b1,b8c6,c2c3,g8e7,e1g1,d8b6,c3c4,a7a6,b1d2,c8d7,d2b3,a8d8,c1g5,f7f6,g5d2,d7c8,a1c1,h5h4,c4d5,e7d5,a3c4,b6c7,c4a5,c7f7,a5c6,b7c6,d2a5,h4g3,h2g3,f7h5,f1e1,h5h2,g1f1,d8d7,d1d4,f6f5,d4c5,f5f4,c5c6,f4g3,c6e6,d5e7,c1c8,d7d8,c8d8"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,vovkcoach,MichiganEagle,1-0,2521,2291,180+2,12:17:43 PDT,vovkcoach won by resignation,"e2e4,c7c5,g1f3,e7e6,g2g3,b8c6,f1g2,g8f6,d1e2,d7d5,d2d3,f8e7,e1g1,e8g8,e4e5,f6d7,c2c4,d7b6,b1c3,f7f5,e5f6,e7f6,c1f4,a7a6,f1e1,g8h8,a1d1,c6d4,f3d4,c5d4,c3b1,c8d7,c4c5,b6a4,f4d6,f8e8,b2b3,a4c3,b1c3,d4c3,d3d4,b7b6,e2c2,b6c5,d6c5,d8a5,e1e3,a8c8,e3c3,c8c6,b3b4,a5c7,a2a4,c7b7,g2f1,c6c8,d1b1,e6e5,d4e5,f6e5,c3e3,d5d4,f1g2,d7c6,g2c6,b7c6,e3e2,e5f6,b1e1,e8e2,e1e2,a6a5,b4b5,c6f3,c2e4,f3e4,e2e4,h7h6,c5d4,c8c1,g1g2,f6d4,e4d4,c1b1,d4d8,h8h7,d8a8"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,wannabe2700,liczner,1-0,2368,2418,180+2,12:17:45 PDT,wannabe2700 won on time,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,c1f4,e8g8,e2e3,c7c5,d4c5,d8a5,a1c1,d5c4,f1c4,a5c5,c4b3,b8c6,e1g1,c5a5,a2a3,e7e5,f4g3,c8g4,h2h3,g4h5,b3c2,f8e8,c3e4,a8d8,d1e1,a5b6,b2b4,f6e4,c2e4,f7f5,e4c2,e5e4,c2b3,g8h8,f3g5,d8d3,b3c4,h7h6,g5f7,h8h7,f7d6,e8d8,c4d3,e4d3,e1d2,h5e2,f1e1,d8d7,c1c5,c6d8,d6c4,b6f6,c4e5,d7d6,c5c7,d8e6,c7f7,f6d8,e1c1,g6g5,f7f5,d6d5,f5f7,d8e8,f7b7,e6d8,c1c8,d5e5,g3e5,e8e5,c8d8,h7g6,d8d3,e5a1,g1h2,g7e5,f2f4,g5f4,e3f4"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,WanderingPuppet,GedoGluperd,0-1,2064,2312,180+2,12:17:55 PDT,GedoGluperd won by resignation,"e2e4,g7g6,d2d4,f8g7,b1c3,d7d6,f2f4,a7a6,g1f3,b7b5,a2a4,b5b4,c3d5,a6a5,f1d3,e7e6,d5e3,c8b7,e1g1,g8f6,e4e5,f6d5,e3d5,b7d5,c2c4,b4c3,b2c3,e8g8,f3g5,c7c5,c1e3,c5d4,c3d4,b8c6,d3e4,c6b4,d1f3,d8d7,e4d5,b4d5,g5e4,d6e5,f4e5,a8b8,e4c5,d7e7,e3d2,e7h4,f3e4,h4e4,c5e4,d5b4,d2g5,b4d5,e4c5,b8b4,a1d1,h7h6,g5c1,f8c8,c1a3,b4b8,d1d3,c8d8,d3f3,d5b4,f3f7,b8b6,f7d7,d8f8,f1f8,g7f8,d7d8,b4c6,d8f8,g8g7,c5e6,g7h7,f8f7,h7h8,a3c5,b6b1,g1f2,c6b4,f7f8,h8h7,f8f7,h7g8,f7g7,g8h8,c5e7,b4d5,e7f6,b1b2,f2e1,d5f6,e5f6,b2b6,f6f7,b6e6,e1d2,h8g7"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,chesstatour,DaPazz,1-0,1806,1857,180+2,12:18:09 PDT,chesstatour won on time,"c2c4,c7c5,g1f3,g8f6,b1c3,b8c6,d2d4,c5d4,f3d4,g7g6,e2e4,f8g7,f1e2,e8g8,e1g1,d7d6,c1e3,a7a6,g1h1,e7e6,f2f3,d6d5,c4d5,e6d5,e4d5,c6b4,e3g5,h7h6,g5f6,g7f6,e2c4,f6d4,d1d4,b4c2,d4d2,c2a1,f1a1,g8h7,d2d4,b7b5,c4b3,c8b7,c3e4,f7f5,e4c5,d8b6,a1d1,a8c8,c5e6,b6d4,e6f8,h7g8,d1d4,c8c1,d4d1,c1d1,b3d1,g8f8,d1b3,f8e7,h1g1,e7d6,a2a3,b7d5,b3c2,d6e5,g1f2,g6g5,f2e3,f5f4,e3f2,e5d4,g2g3,d5c4,h2h4,g5h4,g3f4,a6a5,f4f5,d4e5,f2e3"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,alexsuper1987,dsanchez1973,1-0,2018,1844,180+2,12:18:23 PDT,alexsuper1987 won by resignation,"e2e4,e7e6,d2d4,d7d5,b1c3,f8b4,e4e5,c7c5,c1d2,a7a6,d1g4,g8e7,g1f3,b8c6,d4c5,b4c5,g4g7,h8g8,g7h7,d8b6,e1c1,c8d7,c3a4,b6a7,a4c5,a7c5,d2e3,c5a5,c1b1,e8c8,a2a3,e7f5,e3g5,g8g7,h7h5,d8g8,g5f6,g7g6,f3g5,d7e8,f2f4,c6d4,f1d3,e8a4,g5f7,g6g2,f7d6,f5d6,e5d6,d4c2,f6c3,c2a3,b1a2,a5b6,h5f7,b6b3,a2a1,g8g7,f7f8,c8d7,f4f5,a3b5,f5e6,d7c6,f8c8,c6b6,d3b5,b3b5,c3d4,b6a5,c8c3,b5b4,d4b6,a5b5,d1d5,b5b6,c3b4,a4b5,d5b5,a6b5,d6d7"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,GMNeiksans,VovAn1991,0-1,2462,2399,180+2,12:18:39 PDT,VovAn1991 won by resignation,"e2e4,c7c5,g1f3,d7d6,f1b5,c8d7,b5d7,d8d7,e1g1,g8f6,d1e2,b8c6,c2c3,e7e6,d2d4,c5d4,c3d4,d6d5,e4e5,f6e4,c1e3,f8e7,f3e1,f7f6,f2f3,e4g5,e1d3,e8g8,b1d2,b7b6,a1d1,a8c8,f3f4,g5e4,e5f6,e7f6,d2e4,d5e4,d3e5,d7d5,a2a3,c6a5,d1c1,a5b3,c1c8,f8c8,e2a6,c8c7,f1d1,h7h6,h2h3,c7c2,a6a4,g8h7,d1e1,a7a5,a4e8,f6e5,d4e5,b3d4,e3d4,d5d4,g1h1,e4e3,f4f5,e6f5,e5e6,d4e4,e1g1,e3e2,g1e1,c2d2,e8h5,e4e6,h5f3,e6e4,f3f2,d2d1,h1h2,d1e1,f2e1,e4f4,h2g1,f4e3,g1h2,e3e5,h2g1,e5b2,g1f2,b2d4,f2f3,d4e4,f3f2,e4f4,f2g1,f4f1"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,Palacios-LLera,DanielRensch,1-0,2211,2348,180+2,12:18:44 PDT,Palacios-LLera won by resignation,"d2d4,g8f6,g1f3,c7c5,c2c3,b7b6,c1f4,c8b7,e2e3,g7g6,h2h3,f8g7,b1d2,e8g8,f1d3,d7d6,d1e2,b8c6,e1g1,a7a6,a2a4,f8e8,f4h2,d8c7,e3e4,e7e5,d4e5,c6e5,f3e5,d6e5,f2f3,f6h5,d2c4,h5f4,h2f4,e5f4,f1d1,a8d8,c4a3,c7c8,d3c4,g7f6,d1d8,e8d8,a1d1,g8g7,d1d8,f6d8,e2d2,d8g5,d2d6,c8c6,d6c6,b7c6,c4a6,c6a4,a3c4,g5d8,g1f2,d8c7,f2e2,g7f6,e2d3,f6g5,d3e2,g5h4,e2f2,b6b5,c4d2,c5c4,a6b7,c7b6,f2f1,b6e3,f1e2,f7f6,d2f1,e3c1,b7c6,c1b2,e2d2,b2a3,c6d5,a3c5,d5g8,h7h5,g8f7,h4g5,f7e8,f6f5,e4e5,g5h6,d2e2,g6g5,f1d2,h5h4,d2c4,g5g4,c4d6,h6g5,d6b5,c5e7,c3c4,a4b3,e8f7,e7c5,b5c7,g5h6,f7d5,c5b6,c7e6,h6g6,e6f4,g6g7,h3g4,f5g4,f3g4,g7f8,f4g6,f8g7,g6h4,b6c7,h4f5,g7g6,e5e6,g6f6,e6e7,b3a4,c4c5,a4d7,e2f3,d7f5,e7e8q"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,jbj,oggy1984,1/2-1/2,2288,2207,180+2,12:18:58 PDT,Game drawn by repetition,"e2e4,c7c5,d2d4,c5d4,c2c3,g8f6,e4e5,f6d5,g1f3,d7d6,d1d4,e7e6,f1b5,c8d7,b5d7,d8d7,d4g4,h7h5,g4g3,b8c6,e1g1,h5h4,f3h4,c6e5,f2f4,e5c6,f4f5,e8c8,f5e6,d7e6,c1d2,c6e5,b1a3,g7g6,a1e1,f8g7,a3b5,a7a6,b5d4,e6d7,d2g5,d8e8,h4f3,e5g4,h2h3,g4e3,f1f2,e3c4,f2e2,e8e2,e1e2,h8e8,e2e8,d7e8,g3g4,f7f5,d4f5,g6f5,g4f5,c8b8,f5d5,c4b2,d5d6,b8a8,g5f6,g7f6,d6f6,b2d1,f6d4,e8e2,d4d8,a8a7,d8d4,a7a8,f3h4,d1e3,d4d8,a8a7,d8d4,a7a8,g1h2,e2f2,d4d8,a8a7,d8d4,a7a8,d4h8,a8a7,h8d4,a7a8,d4d3,e3f1,h2h1,f1g3,h1h2,g3f1,h2h1,f1g3,h1h2,g3f1,h2h1"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,lorcho,mokerslag,0-1,2465,2311,180+2,12:19:30 PDT,mokerslag won on time,"e2e4,c7c5,b1c3,b8c6,g2g3,g7g6,f1g2,f8g7,d2d3,g8f6,f2f4,d7d6,h2h3,e8g8,g1f3,a8b8,e1g1,b7b5,g3g4,b5b4,c3e2,f6d7,e2g3,a7a5,g4g5,a5a4,a2a3,c6d4,a3b4,c5b4,a1a4,d8c7,f3d4,g7d4,g1h2,d7c5,a4a1,c8b7,h3h4,b8a8,a1a8,f8a8,h4h5,a8a1,d1g4,c5d3,c2d3,a1c1,f1c1,c7c1,g3e2,c1b2,e2d4,b2d4,g4d7,g6h5,d7b7,d4f2,b7b8,g8g7,b8b4,f2f4,h2g1,f4e3,g1f1,e3d3,f1f2,h5h4,g2f3,d3c2,f3e2,g7g6,b4d4,c2c5,d4c5,d6c5,e2c4,g6g5,c4f7,g5f4,f7d5,h7h6,f2g2,f4e3,g2h3,e3d3,h3h4,c5c4,h4h5,c4c3,d5b3,c3c2,b3c2,d3c2,e4e5,c2d3,e5e6,d3e4,h5h6,e4f5,h6h5,f5e6,h5g4,e6e5,g4f3,e5d4,f3e2,d4e4,e2d2,e7e6,d2e2,e6e5,e2e1,e4e3,e1d1,e5e4,d1e1,e3d3,e1d1,e4e3,d1e1,e3e2"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,GeorgMeier,David_Klein,1/2-1/2,2514,2346,180+2,12:19:52 PDT,Game drawn by agreement,"g1f3,d7d5,g2g3,g8f6,f1g2,g7g6,b2b3,f8g7,c1b2,e8g8,c2c4,c7c6,e1g1,a7a5,d2d3,c8g4,b1d2,b8a6,a2a3,d8b6,d1c2,a8c8,a1c1,f8e8,f1e1,g4f3,d2f3,e7e6,e2e3,f6h5,d3d4,b6d8,e3e4,d5e4,e1e4,a6c7,c1d1,h5f6,e4e1,d8e7,f3e5,f6d7,e5d3,e7f8,h2h4,e8d8,c2e2,a5a4,b3b4,b7b5,d3c5,d7b6,c5b7,b6c4,b7d8,f8d8,g2c6,d8d6,c6b7,c8b8,b7g2,c7d5,d1d3,h7h5,b2c1,b8d8,c1g5,d8c8,g3g4,h5g4,e2g4,d5f6,g5f6,g7f6,h4h5,g6g5,h5h6,g8h8,d3f3,f6d4,f3f7,c4e5,e1e5,d6e5,g2f1,c8g8,g4g2,g8d8,g1h1,d4b6,g2b7,e5d5,b7d5,d8d5,h1g2,d5d2,f1b5,h8g8,f7f3,g5g4,f3f4,g8h7,b5a4,h7h6,f4g4,d2f2,g2h3,f2a2,g4g3,b6d4,a4c6,d4b2,a3a4,a2a3,g3a3,b2a3,b4b5,a3b4,h3g4,h6g6,b5b6,b4a5,b6b7,a5c7,a4a5,c7b8,g4f3,g6f6,f3e4,f6e7,e4d4,e7d6,c6e4,d6c7,d4c5,b8a7,c5b5,c7b8,b5c6,e6e5,c6d6,a7d4,d6e6,d4a7,a5a6,a7d4"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,2,mat_kolosowski,XeresLt,1/2-1/2,2350,2283,180+2,12:19:56 PDT,Game drawn by repetition,"d2d4,g8f6,c2c4,g7g6,g2g3,f8g7,f1g2,e8g8,b1c3,d7d6,g1f3,b8c6,e1g1,c8f5,f3e1,a8c8,e2e4,f5d7,e1c2,f6e8,c1e3,a7a6,d1d2,e7e5,d4d5,c6e7,f2f4,e5f4,e3f4,b7b5,c4b5,a6b5,f4h6,c7c5,d5c6,d7c6,c2b4,c6d7,h6g7,g8g7,d2d4,g7g8,b2b3,e7c6,b4c6,d7c6,a1d1,d8g5,f1f2,h7h5,c3d5,c6d5,e4d5,e8g7,g2f1,g7f5,d4d3,f5e3,d1e1,e3g4,f2d2,f8e8,d2e2,e8e2,e1e2,c8c1,g1g2,g5f6,e2d2,f6e5,f1e2,g4e3,g2h3,g6g5,e2h5,f7f5,g3g4,f5f4,d3g6,g8h8,g6h6,h8g8,d2e2,e5d5,h6g6,g8f8,g6f6,f8g8,f6g6,g8f8,g6h6,f8e7,h6g7,e7d8,g7f6,d8c7,e2f2,c1c5,h5f7,d5e5,f6g6,c7b6,g6g8,c5c7,g8b8,c7b7,b8d8,b7c7,d8b8,c7b7,b8d8,b7c7,d8b8"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,marabu44,Carolina-moon,1-0,2228,2064,180+2,12:23:23 PDT,marabu44 won on time,c2c4
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,MichiganEagle,GMNeiksans,0-1,2284,2474,180+2,12:25:58 PDT,GMNeiksans won by resignation,"d2d4,g8f6,g1f3,e7e6,c1g5,f8e7,b1d2,c7c5,e2e3,d8c7,f1d3,b7b6,e1g1,c8b7,c2c4,d7d6,a1c1,b8d7,d1e2,e8g8,f1e1,f8e8,e3e4,c5d4,f3d4,a7a6,d3b1,e7f8,d2f3,g7g6,h2h4,f8g7,b2b3,a8c8,e1d1,d7c5,e4e5,d6e5,e2e5,c7e5,f3e5,f6e4,g5f4,f7f6,b3b4,f6e5,b4c5,e4c5"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,HZMC92,alexsuper1987,0-1,2131,2043,180+2,12:26:05 PDT,alexsuper1987 won by checkmate,"d2d4,g8f6,c2c4,c7c5,e2e3,e7e6,g1f3,d7d5,c4d5,e6d5,b1c3,b8c6,d4c5,f8c5,f1b5,e8g8,e1g1,c8g4,b5e2,f8e8,a2a3,a7a5,c3b5,d8e7,c1d2,a8c8,h2h3,g4h5,d2c3,c5e3,c3f6,g7f6,f2e3,e7e3,f1f2,c6e5,b5d6,h5f3,e2f3,e5d3,d6e8,d3f2,e8f6,g8h8,d1e2,f2h3,g1f1,e3g1"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,mokerslag,jcibarra,0-1,2306,2458,180+2,12:26:08 PDT,jcibarra won by resignation,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,f8c5,d4b3,c5b6,b1c3,g8e7,g2g3,e8g8,f1g2,f7f5,e1g1,f5e4,g2e4,d7d5,e4g2,b8c6,c3a4,b6c7,c1e3,e6e5,c2c3,b7b6,d1d2,c8e6,a1d1,d8d7,b3c1,h7h6,b2b4,a8d8,c1b3,d5d4,c3d4,e5d4,b3d4,c6d4,e3d4,d7a4,d2c3,e7f5,c3c7,f5d4,c7e5,a4b4,d1d4,b4d4,e5e6,g8h8,g2e4,f8e8"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,kevin9512,KingPetrosian,1-0,1865,2071,180+2,12:26:48 PDT,kevin9512 won by resignation,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c4d5,e6d5,c1g5,f8e7,d1c2,h7h6,g5h4,c7c6,e2e3,b8d7,f1d3,d7b6,g1e2,c8e6,e1g1,d8d7,f2f3,g7g5,h4f2,e8c8,e3e4,h6h5,a2a4,a7a5,e4e5,f6e8,c2b3,e8c7,b3b6,c7a8,b6a5,c8b8,b2b4,d7c7,a5c7,b8c7,b4b5,a8b6,a4a5,b6d7,b5b6,c7b8,f1b1,g5g4,a5a6,g4f3,g2f3,h8g8,g1f1,g8g7,a6b7,b8b7,a1a7,b7b8,e2f4,g7g5,f2h4,g5g7,h4e7,d8g8,f1f2,g8e8,e7f6,g7g8,a7a2,d7f6,e5f6,g8g5,f4e6,f7e6,b6b7,e8g8,a2a8,b8c7,b7b8q,g8b8,a8b8"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,wannabe2700,Nouki,0-1,2347,2606,180+2,12:27:06 PDT,Nouki won by checkmate,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8b4,c1f4,c7c5,d4c5,d8a5,f4d2,d5c4,a2a3,b4c3,d2c3,a5c5,c3b4,c5c7,b4d6,c7b6,f3e5,f6e4,e2e3,b6d6,e5c4,d6d1,a1d1,b8c6,f2f3,e4f6,e3e4,e8e7,g2g4,h8d8,d1d8,c6d8,g4g5,f6d7,e4e5,b7b6,f1d3,c8b7,e1f2,b7d5,h1d1,d5c4,d3c4,d7e5,c4a6,d8c6,f3f4,a8d8,d1d8,c6d8,f4e5,d8c6,f2e3,c6e5,e3e4,e7d6,a6b5,f7f5,g5f6,g7f6,b5e2,e5g6,e2h5,f6f5,e4d4,e6e5,d4c4,a7a6,h5e2,g6e7,c4c3,e7d5,c3d2,a6a5,e2c4,e5e4,d2e2,d6c5,c4a2,c5d4,e2f2,f5f4,f2e1,f4f3,e1f2,d5f4,a2b1,f4d3,f2g3,d3b2,b1c2,b2c4,a3a4,d4e3,h2h4,f3f2,c2e4,f2f1q,g3g4,e3e4,g4h5,f1f5,h5h6,f5g6"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,oggy1984,AlmirDzhumaev,1-0,2215,2202,180+2,12:27:14 PDT,oggy1984 won by checkmate,"e2e4,e7e5,g1f3,b8c6,f1b5,a7a6,b5c6,d7c6,e1g1,c8g4,d2d3,f8d6,h2h3,g4h5,c1e3,d8d7,b1d2,h7h6,g2g4,h5g6,f3h4,g6h7,d2c4,g8e7,a2a4,g7g5,h4f5,h7f5,e4f5,f7f6,d1f3,e8f7,f1e1,a8g8,g1g2,h6h5,e1h1,b7b6,c4d2,a6a5,d2e4,h8h6,e4g3,h5g4,h3g4,g8h8,h1h6,h8h6,a1h1,h6h1,g2h1,e7d5,h1g1,d5b4,f3h1,d6f8,g3e4,f8g7,h1h7,d7e8,e3g5,f6g5,e4g5,f7f6,g5e4,f6f7,f5f6,e8h8,e4g5,f7f6,h7f5,f6e7,f5e6,e7d8,g5f7"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,Th3ChessViking,Trendle,0-1,2378,2212,180+2,12:27:45 PDT,Trendle won by resignation,"c2c4,f7f5,g2g3,g8f6,f1g2,g7g6,b1c3,d7d6,g1f3,f8g7,e1g1,e8g8,d2d3,e7e5,a1b1,b8c6,b2b4,h7h6,b4b5,c6e7,c4c5,c8e6,f3d2,d6d5,c3a4,c7c6,e2e3,g6g5,b5c6,b7c6,b1b7,e6c8,b7b4,c8a6,d1b3,e5e4,a4b2,f6d7,b3c2,d8a5,b4a4,a5c5,c2c5,d7c5,a4a5,c5d3,a5a6,d3c1,f1c1,g7b2,c1c2,b2e5,d2b3,f8b8,h2h3,b8b6,a6a5,f5f4,g3f4,g5f4,g2f1,f4f3,b3c5,g8h7,c5d7,a8g8"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,KaydenTroffChess,GedoGluperd,1-0,2351,2299,180+2,12:27:46 PDT,KaydenTroffChess won by resignation,"d2d4,g7g6,c2c4,f8g7,g1f3,d7d6,g2g3,g8f6,f1g2,e8g8,e1g1,c7c6,b2b3,e7e5,d4e5,d6e5,c1b2,e5e4,f3d2,e4e3,f2e3,f6g4,b2g7,g8g7,d1c2,d8g5,c2c3,f7f6,f1f4,b8a6,d2e4,g5e5,c3e5,f6e5,f4f8,g7f8,b1c3,g4e3,g1f2,e3g4,f2g1,g4e3,h2h3,c8f5,g3g4,e3g2,g4f5,g6f5,g1g2,f5e4,a1f1,f8e7,c3e4,a6b4,f1f5,e7e6,f5f6,e6e7,f6f5,e7e6,f5h5,a8g8,g2f3,g8g7,h5h7,g7h7,e4g5,e6f5,g5h7,b4a2,e2e4,f5g6,h7f8,g6f6,f8d7,f6e6,d7c5,e6f6,c5b7,a2c1,b7a5,c6c5,f3e3,f6g5,e3d2,c1a2,a5b7,g5h4,b7c5,a2b4,c5d3,b4c6,b3b4,h4h3,b4b5,c6a5,c4c5,h3g3,c5c6,a5c4,d2c3,c4b6,d3e5,g3f4,c3d4,b6c8,e5c4"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,gumersindo,chesstatour,1-0,2137,1804,180+2,12:28:24 PDT,gumersindo won on time,"d2d4,g8f6,c2c4,e7e5,d4e5,f6g4,c1f4,b8c6,g1f3,f8b4,b1d2,d8e7,e2e3,c6e5,f3e5,g4e5,f1e2,d7d6,e1g1,b4d2,d1d2,e8g8,f1c1,e5g6,f4g3,f8d8,b2b4,a7a5,a2a3,c8f5,e2f3,c7c6,c1d1,g6e5,f3e2,f5e6,d2c3,a5b4,a3b4,a8a1,d1a1,e7f6,c3d4,e5d7,g3d6,f6d4,e3d4,d7f6,c4c5,f6e8,d6e7,d8d7,e7g5,f7f6,g5e3,f6f5,g2g3,e8f6,b4b5,f6d5,b5c6,b7c6,a1a6,d5b4,a6b6,b4c2,b6c6,e6d5,c6d6,d7d6,c5d6,g8f7,e2d3,c2e1,d3f5,e1f3,g1f1,f3h2,f1e2,d5f3,e2d3,h2g4,d6d7,f7e7,e3g5,g4f6,g5f6,g7f6,d3e3,f3c6,e3f4,h7h6,f4e3,c6b5,d4d5,b5c4,e3d4,c4b3,d4c5,b3a4,c5b6,a4d7,f5d7,e7d7,b6c5,f6f5,d5d6"
*** Monthly 3|2 Blitz Masters,Chess.com,2014.10.28,3,brauliocuarta,DanielRensch,1-0,1971,2332,180+2,12:28:24 PDT,brauliocuarta won by resignation,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,g1e2,c7c5,a2a3,c5d4,e3d4,b4e7,d4d5,e6d5,c4d5,f8e8,g2g3,b7b6,f1g2,e7f8,e1g1,d7d6,c1f4,b8d7,c3b5,d7e5,a1c1,c8g4,f2f3,g4d7,b5c7,b6b5,c7e8,d7e8,e2d4,d8b6,g1h1,f6d7,d4c6,h7h6,f4e5,d6e5,f3f4,e5f4,f1f4,f8d6,f4f1,d7f8,d1e2,e8d7,c6e7,g8h8,f1f7,a8e8,f7f8,e8f8,e7g6,h8g8,g6f8,d6f8,c1f1,b6d6,e2f3,f8e7,f3f7,g8h8,g2e4,e7f6,f7g6,h8g8,g6h7,g8f8,h7h8,f8e7,f1e1,d6e5,d5d6,e7f7,e4g6,f7g6,e1e5,f6e5,h1g2,e5d6,h8d8,d7c6,g2f1,d6e5,d8e7,e5f6,e7a7,c6d5,a7c5,d5c4,f1f2,f6b2,a3a4"
