Event,Site,Date,Round,White,Black,Result,WhiteElo,BlackElo,TimeControl,EndTime,Termination,Moves
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,AUSSIE_PINOY,esr44,1-0,2224,2079,180+2,11:51:46 PST,AUSSIE_PINOY won by checkmate,"d2d4,d7d5,g1f3,g8f6,c2c4,e7e6,b1c3,f8e7,c1g5,h7h6,g5h4,e8g8,e2e3,f6e4,h4e7,d8e7,a1c1,c7c6,f1d3,e4c3,c1c3,d5c4,c3c4,b7b6,e1g1,c8b7,f3e5,e7d6,f2f4,b8d7,d1c2,a8c8,f1c1,c6c5,d3h7,g8h8,h7e4,b7d5,c4c3,d7f6,e4d5,d6d5,d4c5,b6c5,c3c5,c8c5,c2c5,d5c5,c1c5,f6d5,g1f2,h8g8,a2a3,f8b8,b2b4,b8b7,g2g3,f7f6,e5c6,d5b6,e3e4,g8h7,h2h4,b7c7,c6d4,c7e7,h4h5,b6a4,c5c6,e6e5,d4f5,e7d7,f2e3,a4b6,f4e5,f6e5,g3g4,b6a4,c6e6,a4b2,e6c6,d7d3,e3e2,d3d7,b4b5,b2d3,c6d6,d3f4,e2f3,d7c7,d6c6,c7b7,a3a4,b7d7,f5d6,f4e6,f3e3,e6d4,c6a6,d7c7,a4a5,c7c3,e3d2,c3g3,b5b6,d4b3,d2e2,a7b6,a5b6,b3c5,a6a7,g3b3,d6f5,c5e6,a7e7,e6d4,e2d2,d4f5,e4f5,b3b6,d2e3,b6b3,e3e4,b3b4,e4e5,b4g4,f5f6,g4g5,e5e6,g5h5,f6f7,h5h1,f7f8q,h1e1,e6d7,e1d1,d7e8,d1d5,f8g7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,michaelk123,FrankieJay,1/2-1/2,1919,2196,180+2,11:52:12 PST,Game drawn by agreement,"e2e4,c7c6,d2d4,d7d5,e4d5,c6d5,c2c4,g8f6,b1c3,b8c6,g1f3,c8g4,c4d5,f6d5,f1e2,e7e6,h2h3,g4h5,e1g1,f8e7,a2a3,e8g8,f1e1,e7f6,c1e3,a8c8,a1c1,a7a6,c3e4,c6e7,e4c5,c8c7,f3e5,h5e2,d1e2,e7f5,g2g4,f5e3,f2e3,f6g5,e2f3,d5e3,h3h4,d8d4,f3e4,d4e4,c5e4,c7c1,e1c1,g5h4,g4g5,f7f6,g5f6,h4f6,e4f6,g7f6,e5d7,f8f7,c1c8,g8g7,d7c5,f7e7,g1f2,e3c4,c5e6,e7e6,c8c4,e6b6,c4c7,g7g6,b2b4,h7h5,f2f3,b6b5,f3f4,b7b6,c7c6,a6a5,b4a5,b5a5,c6b6,a5a4,f4g3,a4a3,g3f4,a3a4,f4f3,a4a5,b6b8,g6f5,b8h8,a5a3,f3g2,f5g4,h8g8,g4h4,g2f2,a3a5,g8g6,a5f5,f2g2,f5f4,g6h6,h4g5,h6h8,f6f5,h8g8,g5h4,g8h8,f4a4,g2f3,a4g4,h8h7,g4g6,f3f4,g6f6,h7h8,f6f7,h8h6,f7f8,h6h7,f8f6,h7h8,f6g6,f4f5,g6g5,f5f4,g5g4,f4f3,g4a4,f3g2,a4a2,g2g1,h4g4,h8g8,g4h3,g1h1,a2a1,g8g1,a1a2,g1b1,a2a3,h1g1,h5h4,g1h1,a3g3,b1a1,g3c3,a1b1,h3g3,b1a1,h4h3,a1g1,g3h4,g1a1,c3f3,a1b1,h4g3,b1g1,g3f2,g1a1,f3e3,h1h2,f2f3"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,MattyDPerrine,grandmastergauri,1/2-1/2,2177,2292,180+2,11:52:14 PST,Game drawn by agreement,"d2d4,g8f6,c2c4,e7e6,b1c3,d7d5,c4d5,e6d5,c1g5,c7c6,e2e3,h7h6,g5h4,f8e7,f1d3,b8d7,d1c2,f6h5,h4e7,d8e7,g1e2,d7b6,e1g1,h5f6,e2g3,e8g8,f1e1,c8d7,a1d1,a8c8,c2e2,f8e8,h2h3,c6c5,d4c5,e7c5,d3f5,d7e6,e2b5,c5b5,c3b5,e6f5,g3f5,c8c2,d1b1,b6c4,b2b3,c4d2,b1a1,d2e4,f2f3,e4c5,f5d4,c2d2,b5a7,c5d3,e1d1,d2d1,a1d1,e8e3,d4f5,e3e1,d1e1,d3e1,a7b5,e1d3,b5d6,b7b6,d6b5,d3b4,b5c3,g7g6,f5d4,g8f8,g1f2,f8e7,a2a3,b4d3,f2e3,d3c5,b3b4,c5d7,c3a4,e7d6,d4b5,d6c6,b5d4,c6d6,e3d3,f6h5,d3e3,h5g7,g2g4,g7e6,f3f4,g6g5,d4f5,d6c6,f5h6,g5f4,e3d3,d7e5,d3e2,f4f3,e2e3,d5d4,e3f2,d4d3,a4c3,e6f4,h6f7,e5f7,f2f3,f4h3,f3e3,f7e5,e3d4,e5g4,d4d3,h3f4,d3d4,f4e6,d4c4,g4e5,c4b3,e6d4,b3a2,e5c4,a3a4,d4c2,a2b3,c2e3,a4a5,c4d2,b3a4,b6a5,a4a5,e3c4,a5a6,d2b3,b4b5,c6c5,c3e4,c5b4,b5b6,c4b6,a6b6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,4,zmaj23,GMHess,1-0,2332,2453,180+2,11:52:25 PST,zmaj23 won by resignation,"e2e4,e7e5,b1c3,b8c6,f1c4,g8f6,d2d3,f8b4,f2f4,d7d5,e4d5,f6d5,c4d5,d8d5,g1f3,c8g4,e1g1,b4c3,b2c3,e8g8,a1b1,b7b6,c3c4,d5c5,g1h1,e5e4,b1b5,c5e7,d3e4,a8d8,d1e1,g4f3,g2f3,c6d4,b5e5,e7f6,c2c3,d4c6,e5f5,f6e6,f5d5,c6a5,e1h4,d8c8,f4f5,e6c6,f1g1,g7g6,f5f6,g8h8,c1h6,f8g8,h6g7,g8g7,f6g7,h8g7,c4c5,a5c4,h4f2,b6b5,f2d4,c6f6,f3f4,f6d4,c3d4,g7f6,d5d7,f6e6,c5c6,c4b6,d4d5,e6f6,e4e5,f6g7,e5e6,c8f8,e6e7,f8e8,d7c7,b6d5,c7d7,d5b6,d7a7,g7f6,g1e1,b6c8,a7a8,c8d6,a8e8,d6e8,e1b1,f6e7,b1b5,e7d6,b5b7,e8c7,b7b8,c7e6,a2a4,d6c6,a4a5,c6c7,b8h8,h7h5,h8h7,e6d8,h7h8,d8e6,h8h7,e6d8,h1g2,c7c6,g2f3,c6b5,h7h8,d8e6,h8a8,e6d4,f3e4,d4c6,a5a6,b5b6,a8f8,f7f5,e4d5,c6b4,d5c4,b4a6,f8f6,b6b7,f6g6,a6c7,g6g5,c7e6,g5f5,b7c7,c4d5,e6d8,f5h5,c7d7,h5h7,d7e8,f4f5,d8f7,h2h4,e8e7,h4h5,e7f6,h7f7,f6f7,d5e5,f7e7,h5h6,e7f7,h6h7,f7g7,e5e6,g7h7,e6e7,h7g8,f5f6,g8h7,f6f7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,MinhGTrAn,GasconJR,1-0,2419,2276,180+2,11:56:40 PST,MinhGTrAn won by checkmate,"d2d4,e7e6,c2c4,f7f5,b1c3,g8f6,g1f3,d7d5,h2h3,c7c6,g2g4,f8d6,g4f5,e6f5,h1g1,e8g8,c1h6,f8f7,e2e3,f6e4,c4d5,c6d5,d1b3,g8h8,h6g5,e4g5,f3g5,f7f8,b3d5,b8c6,g5f7,f8f7,d5f7,c8d7,f7g7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,Tomsel,Danirod,1-0,2290,2311,180+2,11:57:19 PST,Tomsel won by checkmate,"d2d4,g8f6,c1f4,c7c5,e2e3,e7e6,c2c3,b8c6,b1d2,f6h5,d1h5,d8b6,d2c4,b6d8,d4c5,g7g6,h5f3,d7d5,c5d6,f8g7,d6d7,c8d7,c4d6,e8f8,g1h3,h7h6,f4h6,c6e5,h6g7,f8g7,f3f4,f7f6,f1e2,d7c6,a1d1,d8a5,e1g1,a5a2,h3g5,a8d8,e2c4,a2a5,g5e6,g7h7,f4f6,e5c4,f6g7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,zmaj23,exoticprincess,0-1,2331,2792,180+2,11:57:31 PST,exoticprincess won by resignation,"e2e4,d7d6,d2d4,g8f6,b1c3,e7e5,g1f3,b8d7,h1g1,c7c6,g2g4,h7h6,d4e5,d7e5,f3e5,d6e5,d1d8,e8d8,g4g5,h6g5,g1g5,h8h2,c1d2,c8e6,e1c1,d8c7,f2f3,h2h5,g5h5,f6h5,d2e3,b7b6,f1a6,a8d8,d1h1,g7g6,b2b3,f8a3,c1b1,b6b5,c3e2,h5f4,e2c1,d8b8,h1h7,c6c5,e3f4,e5f4,c1d3,b8b6,a6b5,b6b5,d3f4,c7d6,f4e6,d6e6,c2c4,b5b8,b1c2,b8d8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,FabianEnglert,Schemato,1-0,2238,2073,180+2,11:57:39 PST,FabianEnglert won by resignation,"g1f3,c7c5,c2c4,g7g6,d2d4,c5d4,f3d4,f8g7,e2e4,b8c6,c1e3,d7d6,b1c3,g8f6,f1e2,e8g8,e1g1,f6g4,e2g4,c8g4,d4c6,g4d1,c6d8,g7c3,a1d1,f8d8,b2c3,d8c8,c4c5,d6c5,d1d7,b7b6,f1d1,e7e6,e3h6,b6b5,d1d3,b5b4,d3f3,b4c3,f3f7,a8b8,f7g7,g8h8,g7h7,h8g8,d7g7"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,DanielRensch,bsmail,1-0,2255,2043,180+2,11:58:06 PST,DanielRensch won by resignation,"e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,g7g6,c1e3,f8g7,f2f3,b8c6,d1d2,e8g8,e1c1,d6d5,e4d5,f6d5,d4c6,b7c6,e3d4,d5c3,d2c3,g7h6,d4e3,h6e3,c3e3,d8b6,e3e7,c8e6,e7a3,f8d8,f1d3,d8d5,b2b3,a8d8,d1e1,b6d4,a3b2,d4f2,e1e2,f2c5,d3c4,d5d6,c4e6,d6e6,e2e6,f7e6,b2f6,c5e3,c1b1,d8f8,f6e7,f8f7,e7e8,g8g7,e8c6,e3e2,c6c3,g7g8,h1e1,e2g2,e1e6,g2f1,b1b2,f1f3,e6e8,f7f8,c3f3"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,stepanosinovsky,IMLevAltounian,0-1,2283,2449,180+2,11:58:18 PST,IMLevAltounian won on time,"e2e4,e7e6,d2d3,d7d5,b1d2,g8f6,g1f3,b7b6,g2g3,c8b7,f1g2,d5e4,f3g5,f8e7,g5e4,d8c8,e1g1,e8g8,a2a4,f6e4,d2e4,b8c6,f1e1,a7a5,c2c3,e6e5,d1h5,c8d7,c1e3,h7h6,e3h6,g7h6,h5h6,d7f5,e1e3,f5g6,h6h3,f7f5,e4d2,e7g5,f2f4,e5f4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,1stSecond,Rijeka1999,1-0,2366,2243,180+2,11:58:25 PST,1stSecond won by resignation,"d2d4,d7d5,g1f3,g8f6,c2c4,c7c6,b1c3,a7a6,c4c5,c8f5,c1f4,b8d7,h2h3,h7h6,g2g4,f5h7,f1g2,e7e6,e1g1,f8e7,b2b4,f6e4,d1b3,e8g8,a2a4,b7b6,f3e5,d7e5,c3e4,d5e4,f4e5,a6a5,b4b5,b6c5,d4c5,c6b5,f1d1,d8c8,a4b5,c8c5,b3b2,f7f6,e5d4,c5g5,b5b6,f6f5,b2b3,g5g6,b6b7,a8b8,d4e5,f5g4,e5b8,f8b8,h3g4,g6g4,a1a5,g4e2,a5a8,e7d6,d1d6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,pedromartinez91,ChessTrener,0-1,2149,2449,180+2,11:58:35 PST,ChessTrener won by resignation,"e2e4,c7c5,g1f3,b8c6,f1b5,g7g6,e1g1,f8g7,c2c3,g8f6,f1e1,e8g8,h2h3,d7d5,e4e5,f6e8,b5c6,b7c6,d2d3,a8b8,b2b3,e8c7,b1d2,c8a6,c3c4,c7e6,c1b2,d8d7,d1e2,b8e8,g2g3,f7f5,g1g2,g6g5,f3h2,e8d8,a1d1,a6c8,d2f1,f5f4,e2g4,d7e8,g4e2,e8g6,g3g4,f4f3,h2f3,e6f4,g2g3,f4e2,e1e2,h7h5,f1h2,h5g4,h3g4,d5c4,b3c4,d8d3,d1d3,g6d3,e2e3,d3b1,b2c3,b1a2,f3g5,a2f2,g3h3,f2e3"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,Mvpag,Colombiano07,1-0,1859,1956,180+2,11:59:15 PST,Mvpag won by resignation,"d2d4,d7d5,g1f3,c7c6,e2e3,c8f5,f1d3,f5d3,c2d3,b8d7,e1g1,g8f6,b1c3,e7e6,e3e4,f8e7,d1b3,d8b6,b3c2,e8g8,f1e1,a8c8,c1f4,c6c5,c3a4,b6a5,d4c5,d7c5,a4c5,a5c5,c2c5,c8c5,f4e3,c5c2,b2b3,d5e4,d3e4,f6e4,e3a7,e7c5,a7c5,e4c5,e1c1,c2c1,a1c1,b7b6,f3e5,f7f6,e5c4,f8a8,c1c2,c5b3,c4b6,a8d8,g2g3,b3d4,c2c7,e6e5,a2a4,e5e4,a4a5,g7g5,a5a6,d4f3,g1g2,f3e1,g2f1,d8d1,f1e2,d1a1,a6a7,e1d3,a7a8q"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,Tilicheev_Viacheslav,Mazetovic,1-0,2513,2278,180+2,11:59:32 PST,Tilicheev_Viacheslav won by resignation,"e2e4,c7c5,g1f3,b8c6,b1c3,g7g6,d2d4,c5d4,f3d4,f8g7,c1e3,g8f6,f1c4,d8a5,e1g1,e8g8,c4b3,d7d6,h2h3,c8d7,f2f4,c6d4,e3d4,d7c6,d1d3,f6d7,d4g7,g8g7,a1e1,a8d8,c3d5,a5c5,g1h1,e7e6,d5c3,d7f6,f4f5,e6e5,d3f3,h7h6,e1d1,g6g5,c3d5,c6d5,e4d5,e5e4,f3g3,e4e3,d1e1,d8e8,h3h4,g5g4,f1f4,h6h5,f4c4,c5d5,c4g4,h5g4,b3d5,f6d5,g3g4,g7h7,g4h5,h7g7,h5g5,g7h7,f5f6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,Ar4uha,Irochka83,1-0,2463,2279,180+2,11:59:46 PST,Ar4uha won by resignation,"e2e4,e7e6,c2c4,d7d5,e4d5,e6d5,c4d5,g8f6,f1b5,c8d7,b5c4,f8e7,d2d4,e8g8,g1f3,d7g4,e1g1,b8d7,b1c3,d7b6,c4b3,b6d5,h2h3,g4h5,g2g4,h5g6,f3e5,c7c6,f1e1,f8e8,d1f3,e7f8,h3h4,h7h5,c1g5,h5g4,e5g4,d8d6,g4e5,g6h5,f3g3,e8e6,b3c2,a8e8,c2f5,e6e7,c3d5,c6d5,e1e3,e7c7,a1e1,f6e4,f5e4,d5e4,e3e4,f7f6,g5f4,d6d5,e5g4,h5g4,e4e8,c7c2,g3g4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,Fandorine,IMRosen,1-0,2579,2117,180+2,11:59:52 PST,Fandorine won on time,"e2e4,c7c5,g1f3,e7e6,c2c3,d7d5,e4d5,d8d5,d2d4,g8f6,b1a3,d5d8,a3c2,b8c6,f1e2,c5d4,c2d4,c6d4,d1d4,d8d4,f3d4,c8d7,c1f4,e8c8,e1c1,f6d5,f4g3,f8c5,h1e1,h8e8,e2h5,e8e7,d4b3,d5f6,h5f7,c5f2,g3f2,e7f7,f2a7,d7c6,d1d8,c8d8,e1e2,c6d5,a7d4,f6e4,c3c4,d5c6,b3a5,f7f1,c1c2,e4d6,a5c6,b7c6,b2b3,d6f5,d4e5,d8d7,e2d2,d7c8,a2a4,g7g5,a4a5,c8b7,b3b4"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,destroyer305,grandmastergauri,1-0,2209,2282,180+2,12:00:01 PST,destroyer305 won by resignation,"e2e4,e7e5,g1f3,b8c6,d2d4,e5d4,f1c4,g8f6,e4e5,d7d5,c4b5,f6e4,f3d4,c8d7,b5c6,b7c6,e1g1,f8c5,f2f3,e4g5,f3f4,g5e4,c1e3,d8h4,b1d2,e4d2,d1d2,e8g8,d4b3,c5b6,a2a4,d7f5,a4a5,b6e3,d2e3,f5c2,b3d4,c2e4,d4c6,f8e8,c6a7,e8e6,a7b5,a8b8,a5a6,e6h6,h2h3,h6g6,f1f2,g6a6,a1a6,h7h5,b5c3,e4f5,c3d5,f5e6,d5c7,e6c4,a6b6,b8d8,b6d6,d8a8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,AlexanderL,raskolnnikov,1-0,2516,2272,180+2,12:00:02 PST,AlexanderL won by resignation,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,g2g3,g7g6,f1g2,f8g7,d1b3,e8g8,e1g1,d5c4,b3c4,c8f5,b1c3,b8d7,c4b3,d8b6,f1e1,f6e4,f3h4,e4c3,h4f5,c3e2,e1e2,g6f5,e2e7,b6b3,a2b3,d7b6,e7b7,g7d4,a1a7,a8a7,b7a7,f8e8,g1f1,c6c5,a7b7,b6c8,g2d5,e8e7,b7b8,e7e8,d5c6,e8f8,c1h6,d4g7,h6g7,g8g7,f1e2,c8e7,b8f8,g7f8,c6d7,f8g7,e2d3,g7f6,d3c4,f6e5,c4c5,f5f4,b3b4,f4f3,b4b5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,AndreyOstrovskiy,AUSSIE_PINOY,1-0,2354,2219,180+2,12:00:09 PST,AndreyOstrovskiy won by resignation,"e2e4,c7c5,g1f3,a7a6,c2c4,e7e6,b1c3,d8c7,d2d4,c5d4,f3d4,b7b6,c1e3,c8b7,f1d3,g8f6,a1c1,d7d6,e1g1,b8d7,d3b1,f8e7,f2f4,h7h5,f4f5,e6e5,d4f3,a8c8,c3d5,b7d5,c4d5,c7b7,c1c8,b7c8,d1e2,d7c5,f1c1,c8b7,f3g5,e8g8,b2b4,c5a4,c1c6,b6b5,h2h3,h5h4,e2c2,f6e8,g5f3,e7d8,e3f2,d8b6,f3h4,b6f2,c2f2,e8f6,g2g4,f6h7,h4f3,f8b8,b1d3,a4b6,g4g5,h7f8,f3d2,b6a4,d2b3,a4b2,f2b2,b7e7,h3h4,g7g6,b2f2,e7d7,b3a5,b8c8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,Polemistis,michaelk123,0-1,1140,1920,180+2,12:00:15 PST,michaelk123 won by resignation,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c4d5,f6d5,e2e4,d5c3,b2c3,f8g7,c1g5,c7c5,a1c1,e8g8,g1f3,b7b6,f1e2,c8b7,d4d5,d8d7,e1g1,f7f5,e4e5,d7d5,g5e7,f8e8,e7d6,b8d7,e2b5,d7e5,d6e5,e8e5,b5c4,d5c4,f3e5,g7e5,f1e1,e5f6,d1d7,c4d5,e1e8,a8e8,d7e8,g8g7,f2f3,b7c6,e8c8,d5d2,c8c7,c6d7,c1f1,f6c3,c7d8,c3f6,d8c7,g7h6,c7b8,d7b5,b8f8,f6g7,f8e7,d2d4,f1f2,d4a1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,Brandon_Clarke,biostatistician,0-1,2302,2307,180+2,12:00:40 PST,biostatistician won by resignation,"e2e4,e7e6,d2d4,d7d5,b1d2,b8c6,g1f3,g8f6,e4e5,f6e4,f1d3,e4d2,c1d2,c6b4,d2b4,f8b4,c2c3,b4e7,e1g1,c8d7,f3d2,c7c5,d1g4,g7g6,a2a3,c5c4,d3c2,h7h5,g4h3,d8c7,b2b4,c4b3,c2b3,a8c8,c3c4,d5c4,b3c4,e8g8,f1c1,c7a5,d2e4,d7b5,c4e6,c8c1,a1c1,a5a3,c1b1,a3h3,e6h3,b5c6,e4c3,f8d8,b1d1,e7b4,c3a2,a7a5,a2b4,a5b4,f2f4,b4b3,g1f2,c6e4,f2e3,e4c2,d1e1,b3b2,g2g4,h5g4,h3g4,b2b1q,e1b1,c2b1,g4f3,b7b5,d4d5,b5b4,e3d4,b4b3,d4c3,b1c2,d5d6,g8f8,f3d5,d8b8,c3b2,c2f5,h2h4,f5e6,d5c6,b8b6,c6e4,f8e8,h4h5,g6h5,f4f5,e6c4,e4f3,h5h4,f3h5,h4h3,e5e6,b6d6,h5f7,e8e7,f7h5,h3h2,h5f3,c4d5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,HansCoolNiemann,SuPeR_Fm,0-1,1826,2358,180+2,12:00:40 PST,SuPeR_Fm won by checkmate,"d2d4,c7c5,d4d5,e7e5,c2c4,d7d6,e2e4,f8e7,f1d3,e7g5,b1d2,g8f6,g1f3,g5h6,e1g1,e8g8,d1e2,b8d7,f3h4,f6d5,e4d5,d8h4,d2f3,h4h5,c1h6,h5h6,d3f5,d7f6,f5c8,a8c8,a1b1,f6g4,h2h3,g4f6,b2b4,c5b4,b1b4,b7b6,a2a4,f6h5,a4a5,h5f4,e2a2,h6g6,f3h4,g6g5,g2g3,f4h3,g1h2,h3f4,a5b6,a7b6,b4b6,g5g4,b6d6,g7g5,a2b2,g5h4,g3f4,g4f4,h2h3,c8c4,f1e1,f4f3,h3h2,c4g4,e1g1,g4g1,h2g1,h4h3,g1f1,f3d1"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,manitodeplomo,AungTZ,1-0,2288,2061,180+2,12:00:47 PST,manitodeplomo won by resignation,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8e7,c1g5,f6e4,g5e7,d8e7,e2e3,f7f5,f1d3,c7c6,e1g1,e8g8,d1c2,c8d7,a1b1,g8h8,b2b4,e4c3,c2c3,a7a6,a2a4,d7e8,b4b5,b8d7,b5c6,b7c6,b1b7,e7d6,c4c5,d6e7,f3e5,a8c8,d3a6,e7d8,e5d7,e8d7,a6d3,c8a8,a4a5,d7c8,b7b6,c8d7,a5a6,f5f4,e3e4,f4f3,g2g3,d8f6,e4e5,f6h6,f1e1,d7e8,e1a1,e8g6,d3f1,g6f5,a6a7,f5h3,c3e1,h3f1,e1f1,h6d2,f1d1,a8a7,b6c6,a7a2,d1f1,d2d4,a1a2"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,darsen_sanzhaev,vinceyoung15,1-0,2161,2110,180+2,12:00:49 PST,darsen_sanzhaev won by resignation,"d2d4,e7e5,d4e5,f7f6,e2e4,b8c6,e5f6,g8f6,f1d3,f8c5,g1f3,d7d6,b1c3,e8g8,f3g5,d8e8,c3d5,c5f2,e1f2,f6d5,f2g1,e8e5,d3c4,e5d4,d1d4,c6d4,c4d5,g8h8,h2h3,h7h6,g5f7,h8h7,g1h2,c7c6,d5c4,d6d5,e4d5,f8f7,d5c6,f7c7,h1f1,c7c6,c4d3,h7g8,c2c3,d4e6,c1e3,c8d7,a1d1,a8d8,d3b5,c6c7,e3f4,d7b5,d1d8,e6d8,f4c7,b5f1,c7d8,g8f7,h2g3,f1c4,g3f2,c4a2,b2b4,f7e6,f2e3,e6d5,d8e7,d5c4,e7f8,c4c3,f8g7,c3b4,g7h6,a7a5,e3d2,a5a4,h6f8,b4b3,d2c1,b7b5,g2g4,b5b4,g4g5,b3c3,f8g7,c3d3,g5g6,a2e6,g7f8,b4b3,h3h4,d3c3,f8g7,c3d3,h4h5,e6f5,c1b2,f5g4,h5h6,g4h5,h6h7,a4a3,b2a3,d3c2,h7h8q,b3b2,g7b2,h5g6"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,chesstatour,pKiLz5Rn9b,0-1,1889,2230,180+2,12:01:01 PST,pKiLz5Rn9b won on time,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,g1f3,e8g8,c1g5,h7h6,g5h4,g7g5,h4g3,f6e4,a1c1,d7d5,e2e3,c7c5,c4d5,e6d5,f1d3,b8c6,e1g1,b4c3,b2c3,c8f5,d4c5,d8d7,f3d4,f5g6,d3e4,d5e4,d4c6,d7c6,d1d6,f8d8,d6c6,b7c6,f1d1,d8d3,g3d6,a8d8,g1f1,d8d7,d1d3,e4d3,f1e1,d7b7,c1d1,g5g4,f2f3,b7b2,d1d2,b2b1,e1f2,b1c1,e3e4,c1c3,f2e3,g4f3,g2f3,g6h5,d2d3,c3c2,d3d2,c2c3,d2d3,c3c2,d3d2,c2c1,d2g2,h5g6,e3f4,c1f1,h2h4,g8h7,d6e5,h6h5,e5f6,a7a5,g2d2,f1c1,d2d8,h7h6,d8h8,g6h7,f6e7,h6g7,h8c8,c1c2,c8c6,c2a2,e7f6,g7g6,f6g5,g6g7,g5h6,g7h8,c6c8,h7g8,h6g5,a2c2,g5f6,h8h7,c5c6,a5a4,c6c7,a4a3,f6e5,a3a2,c8a8,f7f6,e5d6,g8e6,e4e5,h7g6,e5f6,g6f6,d6e5,f6g6,a8a6,g6f7,a6a7,f7e8,a7a6,e8e7,a6a7,e7d7,c7c8q,d7c8,a7a8,c8b7,a8a3,e6d5"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,patzerplay,brauliocuarta,1-0,2179,2008,180+2,12:01:09 PST,patzerplay won by checkmate,"e2e4,c7c5,c2c3,e7e6,d2d4,d7d5,e4d5,e6d5,g1f3,b8c6,f1b5,f8d6,e1g1,g8e7,b1d2,c5d4,f3d4,e8g8,d2f3,c8g4,h2h3,g4h5,c1g5,d8c7,b5e2,a7a6,a2a4,h7h6,g5e3,a8d8,d1d2,f8e8,b2b4,h5g6,b4b5,c6e5,f3e5,d6e5,b5a6,b7a6,e2a6,d8b8,a6d3,e8c8,f1c1,c7a5,f2f4,e5f6,d3b5,g6e4,g2g4,a5c7,b5a6,c8e8,a6b5,e8d8,b5d3,e4d3,d2d3,c7a5,d4b5,d8e8,e3d4,f6d4,d3d4,e7c6,d4d3,a5b6,g1g2,e8e4,c1e1,e4f4,e1e2,d5d4,c3c4,b8d8,a1e1,c6b4,e2e8,d8e8,e1e8"
*** Titled Tuesday 3|2 Blitz,Chess.com,2015.03.03,5,lukas_111111,MattyDPerrine,0-1,2273,2187,180+2,12:01:15 PST,MattyDPerrine won by resignation,"e2e4,c7c5,g1f3,e7e6,d2d4,c5d4,f3d4,b8c6,b1c3,d8c7,f1e2,g8f6,e1g1,a7a6,c1e3,f8b4,c3a4,b4e7,d4c6,b7c6,a4b6,a8b8,b6c8,c7c8,e4e5,f6d5,e3c1,e7c5,a2a3,c8c7,c2c4,d5e7,b2b4,c7e5,b4c5,e5a1,d1d6,b8b1,e2d3,f7f6,d3b1,a1b1,c1h6,b1b3,h6g7,h8g8,g7f6,e7f5,d6f4,h7h5,g1h1,b3d3,f1e1,e8f7,f6e5,g8g4,f4c1,d3c4,c1d2,c4d5,d2d5,c6d5,e1b1,g4c4,h2h3,c4c5,b1b7,f7e7,b7a7,d5d4,a7a6,c5e5,a6a7,d4d3"
